,work_year,experience_level,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
458,2022,MI,Business Data Analyst,1400000,INR,18442,IN,M
459,2022,MI,Data Scientist,2400000,INR,31615,IN,L
460,2022,MI,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,L
461,2022,EN,Financial Data Analyst,100000,USD,100000,US,L
462,2022,MI,Data Engineer,50000,EUR,54957,DE,L
463,2022,EN,Data Scientist,1400000,INR,18442,IN,M
464,2022,SE,Principal Data Scientist,148000,EUR,162674,DE,M
465,2022,EN,Data Engineer,120000,USD,120000,US,M
466,2022,SE,Research Scientist,144000,USD,144000,US,L
467,2022,SE,Data Scientist,104890,USD,104890,US,M
468,2022,SE,Data Engineer,100000,USD,100000,US,M
469,2022,SE,Data Scientist,140000,USD,140000,US,M
470,2022,MI,Data Analyst,135000,USD,135000,US,M
471,2022,MI,Data Analyst,50000,USD,50000,US,M
472,2022,SE,Data Scientist,220000,USD,220000,US,M
473,2022,SE,Data Scientist,140000,USD,140000,US,M
474,2022,MI,Data Scientist,140000,GBP,183228,GB,M
475,2022,MI,Data Scientist,70000,GBP,91614,GB,M
476,2022,SE,Data Scientist,185100,USD,185100,US,M
477,2022,SE,Machine Learning Engineer,220000,USD,220000,US,M
478,2022,MI,Data Scientist,200000,USD,200000,US,M
479,2022,MI,Data Scientist,120000,USD,120000,US,M
480,2022,SE,Machine Learning Engineer,120000,USD,120000,AE,S
481,2022,SE,Machine Learning Engineer,65000,USD,65000,AE,S
482,2022,EX,Data Engineer,324000,USD,324000,US,M
483,2022,EX,Data Engineer,216000,USD,216000,US,M
484,2022,SE,Data Engineer,210000,USD,210000,US,M
485,2022,SE,Machine Learning Engineer,120000,USD,120000,US,M
486,2022,SE,Data Scientist,230000,USD,230000,US,M
487,2022,EN,Data Scientist,100000,USD,100000,DZ,M
488,2022,MI,Data Scientist,100000,USD,100000,US,M
489,2022,EN,Applied Machine Learning Scientist,29000,EUR,31875,CZ,M
490,2022,SE,Head of Data,200000,USD,200000,US,M
491,2022,MI,Principal Data Analyst,75000,USD,75000,CA,S
492,2022,MI,Data Scientist,150000,PLN,35590,PL,L
493,2022,SE,Machine Learning Developer,100000,CAD,78791,CA,M
494,2022,SE,Data Scientist,100000,USD,100000,US,M
495,2022,MI,Machine Learning Scientist,153000,USD,153000,US,M
496,2022,EN,Data Engineer,52800,EUR,58035,DE,M
497,2022,SE,Data Scientist,165000,USD,165000,US,M
498,2022,SE,Research Scientist,85000,EUR,93427,FR,L
499,2022,EN,Data Scientist,66500,CAD,52396,CA,L
500,2022,SE,Machine Learning Engineer,57000,EUR,62651,NL,L
501,2022,MI,Head of Data,30000,EUR,32974,EE,S
502,2022,EN,Data Scientist,40000,USD,40000,MY,L
503,2022,MI,Machine Learning Engineer,121000,AUD,87425,AU,L
504,2022,SE,Data Engineer,115000,USD,115000,US,M
505,2022,EN,Data Scientist,120000,AUD,86703,AU,M
506,2022,MI,Applied Machine Learning Scientist,75000,USD,75000,US,L
507,2022,MI,Research Scientist,59000,EUR,64849,AT,L
508,2022,EN,Research Scientist,120000,USD,120000,US,L
509,2022,MI,Applied Data Scientist,157000,USD,157000,US,L
510,2022,EN,Computer Vision Software Engineer,150000,USD,150000,AU,S
511,2022,MI,Business Data Analyst,90000,CAD,70912,CA,L
512,2022,EN,Data Engineer,65000,USD,65000,US,S
513,2022,SE,Machine Learning Engineer,65000,EUR,71444,IE,S
514,2022,EN,Data Analytics Engineer,20000,USD,20000,PK,M
515,2022,MI,Data Scientist,48000,USD,48000,US,S
516,2022,SE,Data Science Manager,152500,USD,152500,US,M
517,2022,MI,Data Engineer,62000,EUR,68147,FR,M
518,2022,MI,Data Scientist,115000,CHF,122346,CH,L
519,2022,SE,Applied Data Scientist,380000,USD,380000,US,L
520,2022,MI,Data Scientist,88000,CAD,69336,CA,M
521,2022,EN,Computer Vision Engineer,10000,USD,10000,LU,M
522,2022,MI,Data Analyst,20000,USD,20000,GR,S
523,2022,SE,Data Analytics Lead,405000,USD,405000,US,L
524,2022,MI,Data Scientist,135000,USD,135000,US,L
525,2022,SE,Applied Data Scientist,177000,USD,177000,US,L
526,2022,MI,Data Scientist,78000,USD,78000,US,M
527,2022,SE,Data Analyst,135000,USD,135000,US,M
528,2022,SE,Data Analyst,100000,USD,100000,US,M
529,2022,SE,Data Analyst,90320,USD,90320,US,M
530,2022,MI,Data Analyst,85000,USD,85000,CA,M
531,2022,MI,Data Analyst,75000,USD,75000,CA,M
532,2022,SE,Machine Learning Engineer,214000,USD,214000,US,M
533,2022,SE,Machine Learning Engineer,192600,USD,192600,US,M
534,2022,SE,Data Architect,266400,USD,266400,US,M
535,2022,SE,Data Architect,213120,USD,213120,US,M
536,2022,SE,Data Analyst,112900,USD,112900,US,M
537,2022,SE,Data Engineer,155000,USD,155000,US,M
538,2022,MI,Data Scientist,141300,USD,141300,US,M
539,2022,MI,Data Scientist,102100,USD,102100,US,M
540,2022,SE,Data Analyst,115934,USD,115934,US,M
541,2022,SE,Data Analyst,81666,USD,81666,US,M
542,2022,MI,Data Engineer,206699,USD,206699,US,M
543,2022,MI,Data Engineer,99100,USD,99100,US,M
544,2022,SE,Data Engineer,130000,USD,130000,US,M
545,2022,SE,Data Engineer,115000,USD,115000,US,M
546,2022,SE,Data Engineer,110500,USD,110500,US,M
547,2022,SE,Data Engineer,130000,USD,130000,US,M
548,2022,SE,Data Analyst,99050,USD,99050,US,M
549,2022,SE,Data Engineer,160000,USD,160000,US,M
550,2022,SE,Data Scientist,205300,USD,205300,US,L
551,2022,SE,Data Scientist,140400,USD,140400,US,L
552,2022,SE,Data Scientist,176000,USD,176000,US,M
553,2022,SE,Data Scientist,144000,USD,144000,US,M
554,2022,SE,Data Engineer,200100,USD,200100,US,M
555,2022,SE,Data Engineer,160000,USD,160000,US,M
556,2022,SE,Data Engineer,145000,USD,145000,US,M
557,2022,SE,Data Engineer,70500,USD,70500,US,M
558,2022,SE,Data Scientist,205300,USD,205300,US,M
559,2022,SE,Data Scientist,140400,USD,140400,US,M
560,2022,SE,Analytics Engineer,205300,USD,205300,US,M
561,2022,SE,Analytics Engineer,184700,USD,184700,US,M
562,2022,SE,Data Engineer,175100,USD,175100,US,M
563,2022,SE,Data Engineer,140250,USD,140250,US,M
564,2022,SE,Data Analyst,116150,USD,116150,US,M
565,2022,SE,Data Engineer,54000,USD,54000,US,M
566,2022,SE,Data Analyst,170000,USD,170000,US,M
567,2022,MI,Data Analyst,50000,GBP,65438,GB,M
568,2022,SE,Data Analyst,80000,USD,80000,US,M
569,2022,SE,Data Scientist,140000,USD,140000,US,M
570,2022,SE,Data Scientist,210000,USD,210000,US,M
571,2022,SE,Data Scientist,140000,USD,140000,US,M
572,2022,SE,Data Analyst,100000,USD,100000,US,M
573,2022,SE,Data Analyst,69000,USD,69000,US,M
574,2022,SE,Data Scientist,210000,USD,210000,US,M
575,2022,SE,Data Scientist,140000,USD,140000,US,M
576,2022,SE,Data Scientist,210000,USD,210000,US,M
577,2022,SE,Data Analyst,150075,USD,150075,US,M
578,2022,SE,Data Engineer,100000,USD,100000,US,M
579,2022,SE,Data Engineer,25000,USD,25000,US,M
580,2022,SE,Data Analyst,126500,USD,126500,US,M
581,2022,SE,Data Analyst,106260,USD,106260,US,M
582,2022,SE,Data Engineer,220110,USD,220110,US,M
583,2022,SE,Data Engineer,160080,USD,160080,US,M
584,2022,SE,Data Analyst,105000,USD,105000,US,M
585,2022,SE,Data Analyst,110925,USD,110925,US,M
586,2022,MI,Data Analyst,35000,GBP,45807,GB,M
587,2022,SE,Data Scientist,140000,USD,140000,US,M
588,2022,SE,Data Analyst,99000,USD,99000,US,M
589,2022,SE,Data Analyst,60000,USD,60000,US,M
590,2022,SE,Data Architect,192564,USD,192564,US,M
591,2022,SE,Data Architect,144854,USD,144854,US,M
592,2022,SE,Data Scientist,230000,USD,230000,US,M
593,2022,SE,Data Scientist,150000,USD,150000,US,M
594,2022,SE,Data Analytics Manager,150260,USD,150260,US,M
595,2022,SE,Data Analytics Manager,109280,USD,109280,US,M
596,2022,SE,Data Scientist,210000,USD,210000,US,M
597,2022,SE,Data Analyst,170000,USD,170000,US,M
598,2022,MI,Data Scientist,160000,USD,160000,US,M
599,2022,MI,Data Scientist,130000,USD,130000,US,M
600,2022,EN,Data Analyst,67000,USD,67000,CA,M
601,2022,EN,Data Analyst,52000,USD,52000,CA,M
602,2022,SE,Data Engineer,154000,USD,154000,US,M
603,2022,SE,Data Engineer,126000,USD,126000,US,M
604,2022,SE,Data Analyst,129000,USD,129000,US,M
605,2022,SE,Data Analyst,150000,USD,150000,US,M
606,2022,MI,AI Scientist,200000,USD,200000,US,L
